City_Id,City_Name,Country_Id
318,Bayannur,2
319,Chifeng,2
320,Erenhot,2
321,Fengzhen,2
322,Ergun,2
323,Genhe,2
324,Hohhot,2
325,Holingol,2
326,Hulunbuir,2
327,Manzhouli,2
328,Ordos,2
329,Tongliao,2
330,Ulanhot,2
331,Ulanqab,2
332,Wuhai,2
333,Xilinhot,2
334,Yakeshi,2
335,Zhalantun,2
336,Changshu,2
337,Changzhou,2
338,Dafeng,2
339,Danyang,2
340,Dongtai,2
341,Gaoyou,2
342,Haimen,2
343,Huai-an,2
344,Jiangyin,2
345,Jingjiang,2
346,Jurong,2
347,Liyang,2
348,Lianyungang,2
349,Kunshan,2
350,Nanjing,2
351,Nantong,2
352,Pizhou,2
353,Qidong,2
354,Rugao,2
355,Suqian,2
356,Suzhou,2
357,Taicang,2
358,Taizhou,2
359,Taixing,2
360,Wuxi,2
361,Xinyi,2
362,Xinghua,2
363,Xuzhou,2
364,Yancheng,2
365,Yangzhong,2
366,Yangzhou,2
367,Yixing,2
368,Yizheng,2
369,Zhangjiagang,2
370,Zhenjiang,2
371,Dexing,2
372,Fengcheng,2
373,Fuzhou,2
374,Ganzhou,2
375,Gao-an,2
376,Guixi,2
377,Ji-an,2
378,Jingdezhen,2
379,Jinggangshan,2
380,Jiujiang,2
381,Leping,2
382,Nanchang,2
383,Pingxiang,2
384,Ruichang,2
385,Ruijin,2
386,Shangrao,2
387,Xinyu,2
388,Yingtan,2
389,Yichun,2
390,Zhangshu,2
391,Baicheng,2
392,Baishan,2
393,Changchun,2
394,Da-an,2
395,Dehui,2
396,Dunhua,2
397,Fuyu,2
398,Gongzhuling,2
399,Helong,2
400,Huadian,2
401,Hunchun,2
402,Ji-an,2
403,Jiaohe,2
404,Jilin,2
405,Liaoyuan,2
406,Linjiang,2
407,Longjing,2
408,Meihekou,2
409,Panshi,2
410,Shuangliao,2
411,Shulan,2
412,Siping,2
413,Songyuan,2
414,Taonan,2
415,Tonghua,2
416,Tumen,2
417,Yanji,2
418,Yushu,2
419,Anshan,2
420,Benxi,2
421,Beipiao,2
422,Beizhen,2
423,Chaoyang,2
424,Dalian,2
425,Dandong,2
426,Dashiqiao,2
427,Dengta,2
428,Diaobingshan,2
429,Donggang,2
430,Fengcheng,2
431,Fushun,2
432,Fuxin,2
433,Gaizhou,2
434,Haicheng,2
435,Huludao,2
436,Jinzhou,2
437,Kaiyuan,2
438,Liaoyang,2
439,Linghai,2
440,Lingyuan,2
441,Panjin,2
442,Pulandian,2
443,Shenyang,2
444,Tieling,2
445,Wafangdian,2
446,Xingcheng,2
447,Xinmin,2
448,Yingkou,2
449,Zhuanghe,2
450,Guyuan,2
451,Lingwu,2
452,Qingtongxia,2
453,Shizuishan,2
454,Wuzhong,2
455,Yinchuan,2
456,Zhongwei,2
457,Delhi,2
458,Golmud,2
459,Haidong,2
460,Xining,2
461,Yushu,2
462,Ankang,2
463,Baoji,2
464,Hancheng,2
465,Hanzhong,2
466,Huayin,2
467,Shangluo,2
468,Tongchuan,2
469,Xi-an,2
470,Xianyang,2
471,Xingping,2
472,Weinan,2
473,Yan-an,2
474,Yulin,2
475,Anqiu,2
476,Binzhou,2
477,Changyi,2
478,Dezhou,2
479,Dongying,2
480,Feicheng,2
481,Gaomi,2
482,Haiyang,2
483,Heze,2
484,Jiaozhou,2
485,Jinan,2
486,Jining,2
487,Jimo,2
488,Laiwu,2
489,Laixi,2
490,Laiyang,2
491,Laizhou,2
492,Leling,2
493,Liaocheng,2
494,Linqing,2
495,Linyi,2
496,Longkou,2
497,Penglai,2
498,Pingdu,2
499,Qingdao,2
500,Qingzhou,2
501,Qixia,2
502,Qufu,2
503,Rongcheng,2
504,Rizhao,2
505,Rushan,2
506,Shouguang,2
507,Tai-an,2
508,Tengzhou,2
509,Weifang,2
510,Weihai,2
511,Xintai,2
512,Yantai,2
513,Yucheng,2
514,Zaozhuang,2
515,Zhaoyuan,2
516,Zhucheng,2
517,Zoucheng,2
518,Zhangqiu,2
519,Zibo,2
520,Changzhi,2
521,Datong,2
522,Fenyang,2
523,Gaoping,2
524,Gujiao,2
525,Hejin,2
526,Houma,2
527,Huozhou,2
528,Jiexiu,2
529,Jincheng,2
530,Jinzhong,2
531,Linfen,2
532,Lucheng,2
533,Lüliang,2
534,Shuozhou,2
535,Taiyuan,2
536,Xiaoyi,2
537,Xinzhou,2
538,Yangquan,2
539,Yongji,2
540,Yuncheng,2
541,Yuanping,2
542,Bazhong,2
543,Chengdu,2
544,Chongzhou,2
545,Dazhou,2
546,Deyang,2
547,Dujiangyan,2
548,Emeishan,2
549,Guang-an,2
550,Guanghan,2
551,Guangyuan,2
552,Huaying,2
553,Jiangyou,2
554,Jianyang,2
555,Kangding,2
556,Langzhong,2
557,Leshan,2
558,Luzhou,2
559,Mianzhu,2
560,Meishan,2
561,Mianyang,2
562,Neijiang,2
563,Nanchong,2
564,Panzhihua,2
565,Pengzhou,2
566,Qionglai,2
567,Shifang,2
568,Suining,2
569,Wanyuan,2
570,Xichang,2
571,Ya-an,2
572,Yibin,2
573,Zigong,2
574,Ziyang,2
575,Lhasa,2
576,Xigazê,2
577,Qamdo,2
578,Nyingchi,2
579,Aksu,2
580,Alashankou,2
581,Altay,2
582,Aral,2
583,Artux,2
584,Beitun,2
585,Bole,2
586,Changji,2
587,Fukang,2
588,Yining,2
589,Hotan,2
590,Karamay,2
591,Kashgar,2
592,Korgas,2
593,Kokdala,2
594,Korla,2
595,Kumul,2
596,Kuytun,2
597,Shihezi,2
598,Shuanghe,2
599,Tumxuk,2
600,Tacheng,2
601,Tiemenguan,2
602,Turpan,2
603,Ürümqi,2
604,Wujiaqu,2
605,Wusu,2
606,Anning,2
607,Baoshan,2
608,Chuxiong,2
609,Dali,2
610,Gejiu,2
611,Jinghong,2
612,Kaiyuan,2
613,Kunming,2
614,Lincang,2
615,Lijiang,2
616,Mang,2
617,Mengzi,2
618,Mile,2
619,Pu-er,2
620,Qujing,2
621,Ruili,2
622,Shangri-La,2
623,Xuanwei,2
624,Yuxi,2
625,Zhaotong,2
626,Cixi,2
627,Dongyang,2
628,Fenghua,2
629,Haining,2
630,Hangzhou,2
631,Huzhou,2
632,Jiande,2
633,Jiangshan,2
634,Jiaxing,2
635,Jinhua,2
636,Lanxi,2
637,Longquan,2
638,Lin-an,2
639,Linhai,2
640,Lishui,2
641,Ningbo,2
642,Pinghu,2
643,Quzhou,2
644,Ruian,2
645,Shaoxing,2
646,Shengzhou,2
647,Taizhou,2
648,Tongxiang,2
649,Wenling,2
650,Wenzhou,2
651,Yueqing,2
652,Yongkang,2
653,Yiwu,2
654,Yuyao,2
655,Zhoushan,2
656,Zhuji,2
